"Mineral Name","Mineral Name (plain)","IMA Chemistry (HTML)","Chemistry Elements","Year First Published","IMA Status","Structural Groupname","Fleischers Groupname","Crystal Systems","Space Groups","IMA Mineral Symbol","Paragenetic Modes"
"Alacránite","Alacranite","As<sub>8</sub>S<sub>9</sub>","As S","1985","Approved,Renamed","Not in a structural group"," ","monoclinic","P2/c","Acr","Abiotic, Biotic, Primary; Stage 3a: Earth's earliest Hadean crust, PM11 - Volcanic fumarole minerals, Stage 3b: Earth's earliest hydrosphere, PM12 - Hadean hydrothermal subsurface sulfide deposits, Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals, Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals"
"Alamosite","Alamosite","PbSiO<sub>3</sub>","Pb Si O","1909","Approved,Grandfathered","Not in a structural group"," ","monoclinic","P2/n","Aam","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Alarsite","Alarsite","Al(AsO<sub>4</sub>)","Al As O","1993","Approved","Quartz","berlinite","hexagonal","P3_121","Ars","Biotic; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals"
"Albertiniite","Albertiniite","Fe<sup>2+</sup>(SO<sub>3</sub>)·3H<sub>2</sub>O","Fe S O H","2015","Approved","Not in a structural group"," ","monoclinic","P2_1/n","Abt","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Albite","Albite","Na(AlSi<sub>3</sub>O<sub>8</sub>)","Na Al Si O","1815","Approved,Grandfathered","Feldspar","feldspar","triclinic","C-1","Ab","Abiotic, Biotic, Primary, Secondary; Stage 1: Primary nebular phases, PM4 - Primary chondrule phases, Stage 2: Planetesimal differentiation & alteration, PM5 - Primary asteroid phases, Stage 3a: Earth's earliest Hadean crust, PM7 - Ultramafic igneous rocks, PM9 - Lava/xenolith minerals, PM10 - Basalt-hosted zeolite minerals, Stage 3b: Earth's earliest hydrosphere, PM16 - Low-T aqueous alteration, PM17 - Marine authigenic Hadean minerals, Stage 4a: Earth's earliest continental crust, PM19 - Granitic intrusive rocks, PM22 - Near-surface hydration, PM23 - Subaerial alteration, PM24 - Authigenic minerals in terrestrial sediments, PM26 - Hadean detrital minerals, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites, PM35 - Ultra-alkali and agpaitic igneous rocks, Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism, PM43 - Shear-induced minerals, Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM51 - Pyrometamorphic minerals"
"Albrechtschraufite","Albrechtschraufite","MgCa<sub>4</sub>F<sub>2</sub>[UO<sub>2</sub>(CO<sub>3</sub>)<sub>3</sub>]<sub>2</sub>·17-18H<sub>2</sub>O","Mg Ca F U O C H","1983","Approved","Not in a structural group"," ","triclinic","P-1","Asf","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals"
"Alburnite","Alburnite","Ag<sub>8</sub>GeTe<sub>2</sub>S<sub>4</sub>","Ag Ge Te S","2012","Approved","Argyrodite"," ","cubic","F-43m","Alb","Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
"Alcantarillaite","Alcantarillaite","[Fe<sup>3+</sup><sub>0.5</sub>(H<sub>2</sub>O)<sub>4</sub>][CaAs<sup>3+</sup><sub>2</sub>(Fe<sup>3+</sup><sub>2.5</sub>W<sup>6+</sup><sub>0.5</sub>)(AsO<sub>4</sub>)<sub>2</sub>O<sub>7</sub>]","Fe H O Ca As W","2019","Approved","Walentaite"," ","orthorhombic","Imma","Alc","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Alcaparrosaite","Alcaparrosaite","K<sub>3</sub>Ti<sup>4+</sup>Fe<sup>3+</sup>(SO<sub>4</sub>)<sub>4</sub>O(H<sub>2</sub>O)<sub>2</sub>","K Ti Fe S O H","2011","Approved","Alcaparrosaite"," ","monoclinic","C2/c","Apr","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Aldermanite","Aldermanite","[Mg(H<sub>2</sub>O)<sub>6</sub>][Na(H<sub>2</sub>O)<sub>2</sub>Al<sub>3</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>6</sub>]·H<sub>2</sub>O","Mg H O Na Al P","1980","Approved,Redefined","Aldermanite"," ","orthorhombic","","Adm","Abiotic, Biotic, Secondary; Stage 4a: Earth's earliest continental crust, PM31 - Contact metamorphism, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Aldomarinoite","Aldomarinoite","Sr<sub>2</sub>Mn<sup>3+</sup>(AsO<sub>4</sub>)<sub>2</sub>(OH)","Sr Mn As O H","2021","Approved","Brackebuschite"," ","monoclinic","P2_1/m","Aldm","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Aldridgeite","Aldridgeite","(Cd,Ca)(Cu,Zn)<sub>4</sub>(SO<sub>4</sub>)<sub>2</sub>(OH)<sub>6</sub>·3H<sub>2</sub>O","Cd Ca Cu Zn S O H","2010","Approved","Devilline"," ","monoclinic","C2/c","Adg","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals, PM56 - Slag and smelter minerals"
"Aleksandrovite","Aleksandrovite","KCa<sub>7</sub>Sn<sub>2</sub>Li<sub>3</sub>Si<sub>12</sub>O<sub>36</sub>F<sub>2</sub>","K Ca Sn Li Si O F","2009","Approved","Baratovite"," ","monoclinic","C2/c","Asd","Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration"
"Aleksite","Aleksite","PbBi<sub>2</sub>Te<sub>2</sub>S<sub>2</sub>","Pb Bi Te S","1977","Approved","Tetradymite"," ","hexagonal","P-3m1","Alk","Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
"Aleutite","Aleutite","[Cu<sub>5</sub>O<sub>2</sub>](AsO<sub>4</sub>)(VO<sub>4</sub>)·(Cu<sub>0.5</sub><span style=""border: 1px solid #333; font-size:7px;"">   </span><sub>0.5</sub>)Cl","Cu O As V Cl","2018","Approved","Not in a structural group"," ","monoclinic","C2/m","Aeu","Biotic; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals"
"Alexkhomyakovite","Alexkhomyakovite","K<sub>6</sub>(Ca<sub>2</sub>Na)(CO<sub>3</sub>)<sub>5</sub>Cl·6H<sub>2</sub>O","K Ca Na C O Cl H","2015","Approved","Not in a structural group"," ","hexagonal","P6_3/mcm","Akmy","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
"Alexkuznetsovite-(Ce)","Alexkuznetsovite-(Ce)","Ce<sub>2</sub>Mn(CO<sub>3</sub>)(Si<sub>2</sub>O<sub>7</sub>)","Ce Mn C O Si","2020","Approved","Biraite"," ","monoclinic","P2_1/c","Axk-Ce","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM36 - Carbonatites & kimberlites"
"Alexkuznetsovite-(La)","Alexkuznetsovite-(La)","La<sub>2</sub>Mn(CO<sub>3</sub>)(Si<sub>2</sub>O<sub>7</sub>)","La Mn C O Si","2019","Approved","Biraite"," ","monoclinic","P2_1/c","Axk-La","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM36 - Carbonatites & kimberlites"
"Alflarsenite","Alflarsenite","NaCa<sub>2</sub>Be<sub>3</sub>Si<sub>4</sub>O<sub>13</sub>(OH)·2H<sub>2</sub>O","Na Ca Be Si O H","2008","Approved"," "," ","monoclinic","P2_1","Alf","Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM19 - Granitic intrusive rocks"
"Alforsite","Alforsite","Ba<sub>5</sub>(PO<sub>4</sub>)<sub>3</sub>Cl","Ba P O Cl","1980","Approved","Apatite","apatite","hexagonal","P6_3/m","Afr","Abiotic, Biotic; Stage 4a: Earth's earliest continental crust, PM26 - Hadean detrital minerals, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM51 - Pyrometamorphic minerals"
"Alfredopetrovite","Alfredopetrovite","Al<sub>2</sub>(Se<sup>4+</sup>O<sub>3</sub>)<sub>3</sub>·6H<sub>2</sub>O","Al Se O H","2015","Approved","Not in a structural group"," ","hexagonal","P-62c","Afd","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Alfredstelznerite","Alfredstelznerite","Ca<sub>4</sub>(H<sub>2</sub>O)<sub>4</sub>[B<sub>4</sub>O<sub>4</sub>(OH)<sub>6</sub>]<sub>4</sub>(H<sub>2</sub>O)<sub>15</sub>","Ca H O B","2007","Approved","Not in a structural group"," ","orthorhombic","Pca2_1","Asz","Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM25 - Evaporites (prebiotic)"
"Algodonite","Algodonite","Cu<sub>1-x</sub>As<sub>x</sub> (x ≈ 0.15)","Cu As","1857","Approved,Grandfathered","Not in a structural group"," ","hexagonal","P6_3/mmc","Ago","Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
"Alicewilsonite-(YCe)","Alicewilsonite-(YCe)","Na<sub>2</sub>Sr<sub>2</sub>YCe(CO<sub>3</sub>)<sub>6</sub>·3H<sub>2</sub>O","Na Sr Y Ce C O H","2020","Approved,Pending publication","Mckelveyite"," ","triclinic","P1","Aws-YCe","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
"Alicewilsonite-(YLa)","Alicewilsonite-(YLa)","Na<sub>2</sub>Sr<sub>2</sub>YLa(CO<sub>3</sub>)<sub>6</sub>·3H<sub>2</sub>O","Na Sr Y La C O H","2021","Approved,Pending publication","Mckelveyite"," ","triclinic","P1","Aws-YLa","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
"Aliettite","Aliettite","Ca<sub>0.2</sub>Mg<sub>6</sub>(Si,Al)<sub>8</sub>O<sub>20</sub>(OH)<sub>4</sub>·4H<sub>2</sub>O","Ca Mg Si Al O H","1968","Approved,Redefined","Corrensite, Clay","smectite","","","Ali","Abiotic, Biotic, Secondary; Stage 3b: Earth's earliest hydrosphere, PM13 - Hadean serpentinization, Stage 5: Initiation of plate tectonics, PM38 - Ophiolites, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM48 - Soil leaching zone minerals"
"Allabogdanite","Allabogdanite","(Fe,Ni)<sub>2</sub>P","Fe Ni P","2000","Approved","Barringerite"," ","orthorhombic","Pnma","Abg","Abiotic, Primary, Secondary; Stage 2: Planetesimal differentiation & alteration, PM6 - Secondary asteroid phases, Stage 3a: Earth's earliest Hadean crust, PM7 - Ultramafic igneous rocks"
"Allactite","Allactite","Mn<sup>2+</sup><sub>7</sub>(AsO<sub>4</sub>)<sub>2</sub>(OH)<sub>8</sub>","Mn As O H","1884","Approved","Allactite"," ","monoclinic","P2_1/a","Ala","Abiotic; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics"
"Allanite-(Ce)","Allanite-(Ce)","CaCe(Al<sub>2</sub>Fe<sup>2+</sup>)[Si<sub>2</sub>O<sub>7</sub>][SiO<sub>4</sub>]O(OH)","Ca Ce Al Fe Si O H","1812","Approved,Renamed","Epidote, allanite","epidote","monoclinic|unknown","P2_1/m","Aln-Ce","Abiotic, Primary, Secondary; Stage 3a: Earth's earliest Hadean crust, PM8 - Mafic igneous rocks, Stage 4a: Earth's earliest continental crust, PM19 - Granitic intrusive rocks, PM26 - Hadean detrital minerals, PM31 - Contact metamorphism, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites, PM35 - Ultra-alkali and agpaitic igneous rocks, PM36 - Carbonatites & kimberlites, Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism"
"Allanite-(La)","Allanite-(La)","CaLa(Al<sub>2</sub>Fe<sup>2+</sup>)[Si<sub>2</sub>O<sub>7</sub>][SiO<sub>4</sub>]O(OH)","Ca La Al Fe Si O H","2003","Approved","Epidote, allanite","epidote","monoclinic","P2_1/m","Aln-La","Abiotic, Primary; Stage 3a: Earth's earliest Hadean crust, PM8 - Mafic igneous rocks, Stage 4a: Earth's earliest continental crust, PM19 - Granitic intrusive rocks, Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
"Allanite-(Nd)","Allanite-(Nd)","CaNd(Al<sub>2</sub>Fe<sup>2+</sup>)[Si<sub>2</sub>O<sub>7</sub>][SiO<sub>4</sub>]O(OH)","Ca Nd Al Fe Si O H","2010","Approved","Epidote, allanite"," ","monoclinic","P2_1/m","Aln-Nd","Abiotic, Primary; Stage 3a: Earth's earliest Hadean crust, PM8 - Mafic igneous rocks"
"Allanite-(Y)","Allanite-(Y)","CaY(Al<sub>2</sub>Fe<sup>2+</sup>)[Si<sub>2</sub>O<sub>7</sub>][SiO<sub>4</sub>]O(OH)","Ca Y Al Fe Si O H","1949","Approved,Renamed","Epidote, allanite","epidote","monoclinic","P2_1/m","Aln-Y","Abiotic, Primary; Stage 3a: Earth's earliest Hadean crust, PM8 - Mafic igneous rocks, Stage 4a: Earth's earliest continental crust, PM19 - Granitic intrusive rocks, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites, PM35 - Ultra-alkali and agpaitic igneous rocks"
"Allanpringite","Allanpringite","Fe<sup>3+</sup><sub>3</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>3</sub>·5H<sub>2</sub>O","Fe P O H","2004","Approved","Wavellite"," ","monoclinic","P2_1/n","Apg","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Allantoin","Allantoin","C<sub>4</sub>H<sub>6</sub>N<sub>4</sub>O<sub>3</sub>","C H N O","2020","Approved"," "," ","","","Aan","Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM52 - Guano- and urine-derived minerals"
"Allargentum","Allargentum","Ag<sub>1-x</sub>Sb<sub>x</sub> (x ≈ 0.09-0.16)","Ag Sb","1949","Approved,Redefined","Allargentum"," ","hexagonal","P6_3/mmc","All","Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
"Alleghanyite","Alleghanyite","Mn<sup>2+</sup><sub>5</sub>(SiO<sub>4</sub>)<sub>2</sub>(OH)<sub>2</sub>","Mn Si O H","1932","Approved,Grandfathered","Humite","humite-reinhardbraunsite subgroup","monoclinic","P2_1/b","Alh","Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, PM32 - Ba-Mn-Pb-Zn metamorphics"
"Allendeite","Allendeite","Sc<sub>4</sub>Zr<sub>3</sub>O<sub>12</sub>","Sc Zr O","2007","Approved"," "," ","hexagonal","R-3|P6_3/mmc","Aed","Abiotic, Primary; Stage 1: Primary nebular phases, PM3 - Solar nebular condensates"
"Allochalcoselite","Allochalcoselite","Cu<sup>1+</sup>Cu<sup>2+</sup><sub>5</sub>PbO<sub>2</sub>(SeO<sub>3</sub>)<sub>2</sub>Cl<sub>5</sub>","Cu Pb O Se Cl","2004","Approved","Not in a structural group"," ","monoclinic","C2/m","Acc","Biotic; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals"
"Alloclasite","Alloclasite","CoAsS","Co As S","1866","Approved,Grandfathered","Löllingite"," ","monoclinic","P2_1","Acl","Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, PM33 - Hydrothermal metal deposits"
"Allophane","Allophane","Al<sub>2</sub>O<sub>3</sub>(SiO<sub>2</sub>)<sub>1.3-2.0</sub>·2.5-3.0H<sub>2</sub>O","Al O Si H","1816","Approved,Grandfathered","Allophane","kaolinite-serpentine-serpentine subgroup","","","Alp","Abiotic, Biotic, Secondary; Stage 3b: Earth's earliest hydrosphere, PM16 - Low-T aqueous alteration, Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals"
"Alloriite","Alloriite","(Na,K,Ca)<sub>24</sub>(Na,Ca)<sub>4</sub>Ca<sub>4</sub>(Si,Al)<sub>48</sub>O<sub>96</sub>(SO<sub>4</sub>)<sub>4</sub>(SO<sub>3</sub>,CO<sub>3</sub>)<sub>2</sub>(OH,Cl)<sub>2</sub>(H<sub>2</sub>O,OH)<sub>4</sub>","Na K Ca Si Al O S C H Cl","2006","Approved","Cancrinite, Cancrinite-sodalite"," ","hexagonal","P31c","Aor","Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM31 - Contact metamorphism, Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
"Alluaivite","Alluaivite","Na<sub>19</sub>(Ca,Mn<sup>2+</sup>)<sub>6</sub>(Ti,Nb)<sub>3</sub>Si<sub>26</sub>O<sub>74</sub>Cl·2H<sub>2</sub>O","Na Ca Mn Ti Nb Si O Cl H","1988","Approved","Eudialyte"," ","hexagonal","R-3m","Aav","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
"Alluaudite","Alluaudite","<span style=""border: 1px solid #333; font-size:7px;"">   </span>NaMnFe<sup>3+</sup><sub>2</sub>(PO<sub>4</sub>)<sub>3</sub>","Na Mn Fe P O","1848","Approved,Redefined","Alluaudite","alluaudite","monoclinic","C2/c","Ald","Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM21 - Chemical precipitation, PM31 - Contact metamorphism, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
"Almandine","Almandine","Fe<sup>2+</sup><sub>3</sub>Al<sub>2</sub>(SiO<sub>4</sub>)<sub>3</sub>","Fe Al Si O","0","Approved,Grandfathered","Garnet","garnet","cubic|unknown","Ia3d|Ia-3d","Alm","Abiotic, Primary, Secondary; Stage 3a: Earth's earliest Hadean crust, PM8 - Mafic igneous rocks, Stage 4a: Earth's earliest continental crust, PM19 - Granitic intrusive rocks, PM26 - Hadean detrital minerals, Stage 4b: Highly evolved igneous rocks, PM36 - Carbonatites & kimberlites, Stage 5: Initiation of plate tectonics, PM38 - Ophiolites, PM40 - Regional metamorphism"
"Almarudite","Almarudite","K(<span style=""border: 1px solid #333; font-size:7px;"">   </span>,Na)<sub>2</sub>(Mn,Fe,Mg)<sub>2</sub>[(Be,Al)<sub>3</sub>Si<sub>12</sub>]O<sub>30</sub>","K Na Mn Fe Mg Be Al Si O","2002","Approved","Milarite","milarite","hexagonal","P6/mcc","Alr","Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM31 - Contact metamorphism"
"Almeidaite","Almeidaite","PbZn<sub>2</sub>(Mn,Y)(Ti,Fe<sup>3+</sup>)<sub>18</sub>O<sub>36</sub>(OH,O)<sub>2</sub>","Pb Zn Mn Y Ti Fe O H","2013","Approved","Crichtonite"," ","hexagonal","R-3","Amd","Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, PM32 - Ba-Mn-Pb-Zn metamorphics, Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
"Alnaperbøeite-(Ce)","Alnaperboeite-(Ce)","(CaCe<sub>2.5</sub>Na<sub>0.5</sub>)(Al<sub>4</sub>)(Si<sub>2</sub>O<sub>7</sub>)(SiO<sub>4</sub>)<sub>3</sub>O(OH)<sub>2</sub>","Ca Ce Na Al Si O H","2012","Approved","Gatelite"," ","monoclinic","P2_1/m","Apbø-Ce","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
"Alpeite","Alpeite","Ca<sub>4</sub>Mn<sup>3+</sup><sub>2</sub>Al<sub>2</sub>(Mn<sup>3+</sup>Mg)(SiO<sub>4</sub>)<sub>2</sub>(Si<sub>3</sub>O<sub>10</sub>)(VO<sub>4</sub>)(OH)<sub>6</sub>","Ca Mn Al Mg Si O V H","2016","Approved","Ardennite"," ","orthorhombic","Pnmm","Apt","Abiotic; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics"
"Alpersite","Alpersite","Mg(SO<sub>4</sub>)·7H<sub>2</sub>O","Mg S O H","2003","Approved","Melanterite","melanterite","monoclinic","P2_1/c","Aps","Biotic, Secondary; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals"
"Alsakharovite-Zn","Alsakharovite-Zn","NaSrKZn(Ti,Nb)<sub>4</sub>(Si<sub>4</sub>O<sub>12</sub>)<sub>2</sub>(O,OH)<sub>4</sub>·7H<sub>2</sub>O","Na Sr K Zn Ti Nb Si O H","2002","Approved","Labuntsovite","labuntsovite","monoclinic","Cm","Ask-Zn","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
"Alstonite","Alstonite","BaCa(CO<sub>3</sub>)<sub>2</sub>","Ba Ca C O","1841","Approved,Grandfathered","Alstonite"," ","orthorhombic|triclinic, hexagonal","C-1|P31m","Asn","Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, PM32 - Ba-Mn-Pb-Zn metamorphics, Stage 4b: Highly evolved igneous rocks, PM36 - Carbonatites & kimberlites"
"Altaite","Altaite","PbTe","Pb Te","1845","Approved,Grandfathered","Rocksalt","galena","cubic","Fm3m","Alt","Abiotic, Primary, Secondary; Stage 2: Planetesimal differentiation & alteration, PM6 - Secondary asteroid phases, Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
"Alterite","Alterite","Zn<sub>2</sub>Fe<sup>3+</sup><sub>4</sub>(SO<sub>4</sub>)<sub>4</sub>(C<sub>2</sub>O<sub>4</sub>)<sub>2</sub>(OH)<sub>4</sub>·17H<sub>2</sub>O","Zn Fe S O C H","2018","Approved,Pending publication","Alterite, Oxalate"," ","monoclinic","","Atr","Biotic, Secondary; Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM53 - Other minerals with taphonomic origins"
"Althausite","Althausite","Mg<sub>4</sub>(PO<sub>4</sub>)<sub>2</sub>(OH,O)(F,<span style=""border: 1px solid #333; font-size:7px;"">   </span>)","Mg P O H F","1974","Approved","Not in a structural group"," ","orthorhombic","Pnma","Ahs","Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM31 - Contact metamorphism, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites, Stage 5: Initiation of plate tectonics, PM38 - Ophiolites"
"Althupite","Althupite","AlTh(UO<sub>2</sub>)<sub>7</sub>(PO<sub>4</sub>)<sub>4</sub>O<sub>2</sub>(OH)<sub>5</sub>·15H<sub>2</sub>O","Al Th U O P H","1986","Approved","Not in a structural group","phosphuranylite","triclinic","P-1","Ahp","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Altisite","Altisite","Na<sub>3</sub>K<sub>6</sub>Ti<sub>2</sub>Al<sub>2</sub>Si<sub>8</sub>O<sub>26</sub>Cl<sub>3</sub>","Na K Ti Al Si O Cl","1993","Approved","Lemoynite"," ","monoclinic","C2/m","Ati","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
